r,t,m,y,TotalAnnualTechnologyActivityByMode
RE1,DEMINDHEBIO,1,2015,426.6187
RE1,DEMINDHEBIO,1,2016,382.5919
RE1,DEMINDHEBIO,1,2017,389.2174
RE1,DEMINDHEBIO,1,2018,400.2481
RE1,DEMINDHEBIO,1,2019,409.232
RE1,DEMINDHEBIO,1,2020,418.2022
RE1,DEMINDHEBIO,1,2021,424.4265
RE1,DEMINDHEBIO,1,2022,430.6414
RE1,DEMINDHEBIO,1,2023,436.8476
RE1,DEMINDHEBIO,1,2024,443.0455
RE1,DEMINDHEBIO,1,2025,449.2357
RE1,DEMINDHEBIO,1,2026,456.0698
RE1,DEMINDHEBIO,1,2027,462.8953
RE1,DEMINDHEBIO,1,2028,469.7126
RE1,DEMINDHEBIO,1,2029,476.5222
RE1,DEMINDHEBIO,1,2030,483.3244
RE1,DEMINDHEBIO,1,2031,489.4573
RE1,DEMINDHEBIO,1,2032,495.5783
RE1,DEMINDHEBIO,1,2033,501.6882
RE1,DEMINDHEBIO,1,2034,507.7874
RE1,DEMINDHEBIO,1,2035,513.8767
RE1,DEMINDHEBIO,1,2036,519.2227
RE1,DEMINDHEBIO,1,2037,524.563
RE1,DEMINDHEBIO,1,2038,529.8978
RE1,DEMINDHEBIO,1,2039,535.2274
RE1,DEMINDHEBIO,1,2040,540.5518
RE1,DEMINDHEBIO,1,2041,546.0995
RE1,DEMINDHEBIO,1,2042,551.6435
RE1,DEMINDHEBIO,1,2043,557.1839
RE1,DEMINDHEBIO,1,2044,562.7208
RE1,DEMINDHEBIO,1,2045,568.2543
RE1,DEMINDHEBIO,1,2046,572.5085
RE1,DEMINDHEBIO,1,2047,576.7612
RE1,DEMINDHEBIO,1,2048,581.0124
RE1,DEMINDHEBIO,1,2049,585.2622
RE1,DEMINDHEBIO,1,2050,589.5105
RE1,DEMINDHEBIO,1,2051,593.8592
RE1,DEMINDHEBIO,1,2052,598.241
RE1,DEMINDHEBIO,1,2053,602.6561
RE1,DEMINDHEBIO,1,2054,607.1048
RE1,DEMINDHEBIO,1,2055,611.5873
RE1,DEMINDHEBIO,1,2056,616.1039
RE1,DEMINDHEBIO,1,2057,620.6549
RE1,DEMINDHEBIO,1,2058,625.2405
RE1,DEMINDHEBIO,1,2059,629.8611
RE1,DEMINDHEBIO,1,2060,634.5168
RE1,DEMINDHEBIO,1,2061,639.2079
RE1,DEMINDHEBIO,1,2062,643.9348
RE1,DEMINDHEBIO,1,2063,648.6976
RE1,DEMINDHEBIO,1,2064,653.4968
RE1,DEMINDHEBIO,1,2065,658.3324
RE1,DEMINDHEBIO,1,2066,663.205
RE1,DEMINDHEBIO,1,2067,668.1146
RE1,DEMINDHEBIO,1,2068,673.0617
RE1,DEMINDHEBIO,1,2069,678.0464
RE1,DEMINDHEBIO,1,2070,683.0692
RE1,DEMRESELC,1,2015,163.7593
RE1,DEMRESELC,1,2016,173.2287
RE1,DEMRESELC,1,2017,181.3446
RE1,DEMRESELC,1,2018,189.4604
RE1,DEMRESELC,1,2019,197.5763
RE1,DEMRESELC,1,2020,205.6922
RE1,DEMRESELC,1,2021,211.9215
RE1,DEMRESELC,1,2022,218.1507
RE1,DEMRESELC,1,2023,224.38
RE1,DEMRESELC,1,2024,5.6245
RE1,DEMRESELC,1,2025,7.6175
RE1,DEMRESELC,1,2026,5.9406
RE1,DEMRESELC,1,2027,6.1048
RE1,DEMRESELC,1,2028,8.267
RE1,DEMRESELC,1,2029,8.4835
RE1,DEMRESELC,1,2030,8.7
RE1,DEMRESELC,1,2031,8.9475
RE1,DEMRESELC,1,2032,9.1949
RE1,DEMRESELC,1,2033,9.4424
RE1,DEMRESELC,1,2034,16.4929
RE1,DEMRESELC,1,2035,16.9141
RE1,DEMRESELC,1,2036,17.2532
RE1,DEMRESELC,1,2037,17.5923
RE1,DEMRESELC,1,2038,17.9314
RE1,DEMRESELC,1,2039,18.2704
RE1,DEMRESELC,1,2040,25.8806
RE1,DEMRESELC,1,2041,18.9416
RE1,DEMRESELC,1,2042,19.2736
RE1,DEMRESELC,1,2043,19.6057
RE1,DEMRESELC,1,2044,19.9377
RE1,DEMRESELC,1,2045,20.2698
RE1,DEMRESELC,1,2046,20.501
RE1,DEMRESELC,1,2047,20.7322
RE1,DEMRESELC,1,2048,20.9634
RE1,DEMRESELC,1,2049,21.1946
RE1,DEMRESELC,1,2050,12.588
RE1,DEMRESELC,1,2051,21.6648
RE1,DEMRESELC,1,2052,21.9065
RE1,DEMRESELC,1,2053,22.1508
RE1,DEMRESELC,1,2054,22.3979
RE1,DEMRESELC,1,2055,22.6478
RE1,DEMRESELC,1,2056,22.9004
RE1,DEMRESELC,1,2057,23.1559
RE1,DEMRESELC,1,2058,23.4142
RE1,DEMRESELC,1,2059,37.3439
RE1,DEMRESELC,1,2060,10.6655
RE1,DEMRESELC,1,2061,24.2065
RE1,DEMRESELC,1,2062,24.4765
RE1,DEMRESELC,1,2063,24.7495
RE1,DEMRESELC,1,2064,25.0256
RE1,DEMRESELC,1,2065,25.3048
RE1,DEMRESELC,1,2066,25.587
RE1,DEMRESELC,1,2067,25.8724
RE1,DEMRESELC,1,2068,26.161
RE1,DEMRESELC,1,2069,26.4529
RE1,DEMRESELC,1,2070,88.4333
RE1,RESENEFFDP,1,2024,173.0652
RE1,RESENEFFDP,1,2025,176.3238
RE1,RESENEFFDP,1,2026,182.7916
RE1,RESENEFFDP,1,2027,187.8433
RE1,RESENEFFDP,1,2028,191.3579
RE1,RESENEFFDP,1,2029,196.3692
RE1,RESENEFFDP,1,2030,201.3806
RE1,RESENEFFDP,1,2031,207.1085
RE1,RESENEFFDP,1,2032,212.8364
RE1,RESENEFFDP,1,2033,218.5644
RE1,RESENEFFDP,1,2034,219.0592
RE1,RESENEFFDP,1,2035,224.6534
RE1,RESENEFFDP,1,2036,229.1572
RE1,RESENEFFDP,1,2037,233.661
RE1,RESENEFFDP,1,2038,238.1648
RE1,RESENEFFDP,1,2039,242.6685
RE1,RESENEFFDP,1,2040,241.5792
RE1,RESENEFFDP,1,2041,251.5826
RE1,RESENEFFDP,1,2042,255.9928
RE1,RESENEFFDP,1,2043,260.4031
RE1,RESENEFFDP,1,2044,264.8134
RE1,RESENEFFDP,1,2045,269.2236
RE1,RESENEFFDP,1,2046,272.2945
RE1,RESENEFFDP,1,2047,275.3654
RE1,RESENEFFDP,1,2048,278.4363
RE1,RESENEFFDP,1,2049,281.5072
RE1,RESENEFFDP,1,2050,291.3764
RE1,RESENEFFDP,1,2051,287.7525
RE1,RESENEFFDP,1,2052,290.9624
RE1,RESENEFFDP,1,2053,294.208
RE1,RESENEFFDP,1,2054,297.4898
RE1,RESENEFFDP,1,2055,300.8083
RE1,RESENEFFDP,1,2056,304.1638
RE1,RESENEFFDP,1,2057,307.5567
RE1,RESENEFFDP,1,2058,310.9874
RE1,RESENEFFDP,1,2059,303.9421
RE1,RESENEFFDP,1,2060,328.1749
RE1,RESENEFFDP,1,2061,321.511
RE1,RESENEFFDP,1,2062,325.0974
RE1,RESENEFFDP,1,2063,328.7238
RE1,RESENEFFDP,1,2064,332.3907
RE1,RESENEFFDP,1,2065,336.0984
RE1,RESENEFFDP,1,2066,339.8476
RE1,RESENEFFDP,1,2067,343.6385
RE1,RESENEFFDP,1,2068,347.4717
RE1,RESENEFFDP,1,2069,351.3477
RE1,RESENEFFDP,1,2070,307.8167
RE1,DEMRESCKNELC,1,2015,7.0099
RE1,DEMRESCKNELC,1,2016,6.6639
RE1,DEMRESCKNELC,1,2017,6.762
RE1,DEMRESCKNELC,1,2018,7.0044
RE1,DEMRESCKNELC,1,2019,6.6542
RE1,DEMRESCKNELC,1,2020,6.304
RE1,DEMRESCKNELC,1,2021,5.9538
RE1,DEMRESCKNELC,1,2022,5.6035
RE1,DEMRESCKNELC,1,2023,5.2533
RE1,DEMRESCKNELC,1,2024,139.8487
RE1,DEMRESCKNELC,1,2025,142.1396
RE1,DEMRESCKNELC,1,2026,144.6501
RE1,DEMRESCKNELC,1,2027,147.1556
RE1,DEMRESCKNELC,1,2028,149.6564
RE1,DEMRESCKNELC,1,2029,152.1526
RE1,DEMRESCKNELC,1,2030,154.6446
RE1,DEMRESCKNELC,1,2031,156.9268
RE1,DEMRESCKNELC,1,2032,159.2021
RE1,DEMRESCKNELC,1,2033,161.4709
RE1,DEMRESCKNELC,1,2034,163.7336
RE1,DEMRESCKNELC,1,2035,165.9904
RE1,DEMRESCKNELC,1,2036,167.9544
RE1,DEMRESCKNELC,1,2037,169.9151
RE1,DEMRESCKNELC,1,2038,171.8726
RE1,DEMRESCKNELC,1,2039,173.8271
RE1,DEMRESCKNELC,1,2040,175.7786
RE1,DEMRESCKNELC,1,2041,177.727
RE1,DEMRESCKNELC,1,2042,179.6732
RE1,DEMRESCKNELC,1,2043,181.6173
RE1,DEMRESCKNELC,1,2044,183.5594
RE1,DEMRESCKNELC,1,2045,185.4995
RE1,DEMRESCKNELC,1,2046,186.9697
RE1,DEMRESCKNELC,1,2047,188.439
RE1,DEMRESCKNELC,1,2048,189.9074
RE1,DEMRESCKNELC,1,2049,191.3751
RE1,DEMRESCKNELC,1,2050,192.8419
RE1,DEMRESCKNELC,1,2051,194.3449
RE1,DEMRESCKNELC,1,2052,195.8596
RE1,DEMRESCKNELC,1,2053,197.3861
RE1,DEMRESCKNELC,1,2054,198.9246
RE1,DEMRESCKNELC,1,2055,200.475
RE1,DEMRESCKNELC,1,2056,202.0375
RE1,DEMRESCKNELC,1,2057,203.6121
RE1,DEMRESCKNELC,1,2058,205.1991
RE1,DEMRESCKNELC,1,2059,206.7984
RE1,DEMRESCKNELC,1,2060,208.4102
RE1,DEMRESCKNELC,1,2061,210.0345
RE1,DEMRESCKNELC,1,2062,211.6715
RE1,DEMRESCKNELC,1,2063,213.3213
RE1,DEMRESCKNELC,1,2064,214.9839
RE1,DEMRESCKNELC,1,2065,216.6595
RE1,DEMRESCKNELC,1,2066,218.3482
RE1,DEMRESCKNELC,1,2067,220.05
RE1,DEMRESCKNELC,1,2068,221.765
RE1,DEMRESCKNELC,1,2069,223.4935
RE1,DEMRESCKNELC,1,2070,281.2796
RE1,DEMRESCKNOIL,1,2015,117.5028
RE1,DEMRESCKNOIL,1,2016,111.7023
RE1,DEMRESCKNOIL,1,2017,113.3469
RE1,DEMRESCKNOIL,1,2018,117.4106
RE1,DEMRESCKNOIL,1,2019,120.876
RE1,DEMRESCKNOIL,1,2020,124.3333
RE1,DEMRESCKNOIL,1,2021,126.9942
RE1,DEMRESCKNOIL,1,2022,129.6497
RE1,DEMRESCKNOIL,1,2023,132.3
RE1,DEMRESCKNBIO,1,2015,72.8133
RE1,DEMRESCKNBIO,1,2016,69.2189
RE1,DEMRESCKNBIO,1,2017,70.238
RE1,DEMRESCKNBIO,1,2018,72.7562
RE1,DEMRESCKNBIO,1,2019,74.5779
RE1,DEMRESCKNBIO,1,2020,76.3949
RE1,DEMRESCKNBIO,1,2021,77.7461
RE1,DEMRESCKNBIO,1,2022,79.0942
RE1,DEMRESCKNBIO,1,2023,80.4393
RE1,DEMRESCKNBIO,1,2024,81.7816
RE1,DEMRESCKNBIO,1,2025,83.1212
RE1,DEMRESCKNBIO,1,2026,84.5894
RE1,DEMRESCKNBIO,1,2027,86.0545
RE1,DEMRESCKNBIO,1,2028,87.5169
RE1,DEMRESCKNBIO,1,2029,88.9767
RE1,DEMRESCKNBIO,1,2030,90.434
RE1,DEMRESCKNBIO,1,2031,91.7686
RE1,DEMRESCKNBIO,1,2032,93.0992
RE1,DEMRESCKNBIO,1,2033,94.4259
RE1,DEMRESCKNBIO,1,2034,95.7491
RE1,DEMRESCKNBIO,1,2035,97.0689
RE1,DEMRESCKNBIO,1,2036,98.2174
RE1,DEMRESCKNBIO,1,2037,99.364
RE1,DEMRESCKNBIO,1,2038,100.5087
RE1,DEMRESCKNBIO,1,2039,101.6517
RE1,DEMRESCKNBIO,1,2040,102.7929
RE1,DEMRESCKNBIO,1,2041,103.9322
RE1,DEMRESCKNBIO,1,2042,105.0704
RE1,DEMRESCKNBIO,1,2043,106.2072
RE1,DEMRESCKNBIO,1,2044,107.343
RE1,DEMRESCKNBIO,1,2045,108.4775
RE1,DEMRESCKNBIO,1,2046,109.3372
RE1,DEMRESCKNBIO,1,2047,110.1965
RE1,DEMRESCKNBIO,1,2048,111.0552
RE1,DEMRESCKNBIO,1,2049,111.9135
RE1,DEMRESCKNBIO,1,2050,112.7712
RE1,DEMRESCKNBIO,1,2051,113.6502
RE1,DEMRESCKNBIO,1,2052,114.536
RE1,DEMRESCKNBIO,1,2053,115.4287
RE1,DEMRESCKNBIO,1,2054,116.3283
RE1,DEMRESCKNBIO,1,2055,117.235
RE1,DEMRESCKNBIO,1,2056,118.1487
RE1,DEMRESCKNBIO,1,2057,119.0695
RE1,DEMRESCKNBIO,1,2058,119.9976
RE1,DEMRESCKNBIO,1,2059,120.9328
RE1,DEMRESCKNBIO,1,2060,121.8754
RE1,DEMRESCKNBIO,1,2061,122.8253
RE1,DEMRESCKNBIO,1,2062,123.7826
RE1,DEMRESCKNBIO,1,2063,124.7473
RE1,DEMRESCKNBIO,1,2064,125.7196
RE1,DEMRESCKNBIO,1,2065,126.6995
RE1,DEMRESCKNBIO,1,2066,127.687
RE1,DEMRESCKNBIO,1,2067,128.6822
RE1,DEMRESCKNBIO,1,2068,129.6851
RE1,DEMRESCKNBIO,1,2069,130.6959
RE1,DEMRESCKNBIO,1,2070,75.6702
RE1,DEMRESHEBIO,1,2015,84.5683
RE1,DEMRESHEBIO,1,2016,80.3936
RE1,DEMRESHEBIO,1,2017,81.5773
RE1,DEMRESHEBIO,1,2018,84.502
RE1,DEMRESHEBIO,1,2019,86.6177
RE1,DEMRESHEBIO,1,2020,88.7281
RE1,DEMRESHEBIO,1,2021,90.2975
RE1,DEMRESHEBIO,1,2022,91.8632
RE1,DEMRESHEBIO,1,2023,93.4254
RE1,DEMRESHEBIO,1,2024,94.9844
RE1,DEMRESHEBIO,1,2025,96.5403
RE1,DEMRESHEBIO,1,2026,98.2455
RE1,DEMRESHEBIO,1,2027,99.9472
RE1,DEMRESHEBIO,1,2028,101.6457
RE1,DEMRESHEBIO,1,2029,103.3411
RE1,DEMRESHEBIO,1,2030,105.0337
RE1,DEMRESHEBIO,1,2031,106.5837
RE1,DEMRESHEBIO,1,2032,108.1291
RE1,DEMRESHEBIO,1,2033,109.6701
RE1,DEMRESHEBIO,1,2034,111.2069
RE1,DEMRESHEBIO,1,2035,112.7397
RE1,DEMRESHEBIO,1,2036,114.0736
RE1,DEMRESHEBIO,1,2037,115.4053
RE1,DEMRESHEBIO,1,2038,116.7349
RE1,DEMRESHEBIO,1,2039,118.0623
RE1,DEMRESHEBIO,1,2040,119.3878
RE1,DEMRESHEBIO,1,2041,120.7111
RE1,DEMRESHEBIO,1,2042,122.033
RE1,DEMRESHEBIO,1,2043,123.3534
RE1,DEMRESHEBIO,1,2044,124.6724
RE1,DEMRESHEBIO,1,2045,125.9901
RE1,DEMRESHEBIO,1,2046,126.9887
RE1,DEMRESHEBIO,1,2047,127.9866
RE1,DEMRESHEBIO,1,2048,128.984
RE1,DEMRESHEBIO,1,2049,129.9808
RE1,DEMRESHEBIO,1,2050,130.9771
RE1,DEMRESHEBIO,1,2051,131.9979
RE1,DEMRESHEBIO,1,2052,133.0267
RE1,DEMRESHEBIO,1,2053,134.0635
RE1,DEMRESHEBIO,1,2054,135.1084
RE1,DEMRESHEBIO,1,2055,136.1614
RE1,DEMRESHEBIO,1,2056,137.2226
RE1,DEMRESHEBIO,1,2057,138.2922
RE1,DEMRESHEBIO,1,2058,139.37
RE1,DEMRESHEBIO,1,2059,140.4562
RE1,DEMRESHEBIO,1,2060,141.551
RE1,DEMRESHEBIO,1,2061,142.6542
RE1,DEMRESHEBIO,1,2062,143.766
RE1,DEMRESHEBIO,1,2063,144.8866
RE1,DEMRESHEBIO,1,2064,146.0158
RE1,DEMRESHEBIO,1,2065,147.1538
RE1,DEMRESHEBIO,1,2066,148.3008
RE1,DEMRESHEBIO,1,2067,149.4566
RE1,DEMRESHEBIO,1,2068,150.6215
RE1,DEMRESHEBIO,1,2069,151.7954
RE1,DEMRESHEBIO,1,2070,152.9785
RE1,DEMCOMELC,1,2015,169.2528
RE1,DEMCOMELC,1,2016,179.0399
RE1,DEMCOMELC,1,2017,187.428
RE1,DEMCOMELC,1,2018,195.8161
RE1,DEMCOMELC,1,2019,204.2043
RE1,DEMCOMELC,1,2020,212.5924
RE1,DEMCOMELC,1,2021,219.0306
RE1,DEMCOMELC,1,2022,225.4689
RE1,DEMCOMELC,1,2023,231.9071
RE1,DEMCOMELC,1,2024,5.8132
RE1,DEMCOMELC,1,2025,7.8731
RE1,DEMCOMELC,1,2026,6.1399
RE1,DEMCOMELC,1,2027,6.3096
RE1,DEMCOMELC,1,2028,8.5443
RE1,DEMCOMELC,1,2029,8.7681
RE1,DEMCOMELC,1,2030,8.9919
RE1,DEMCOMELC,1,2031,9.2476
RE1,DEMCOMELC,1,2032,9.5034
RE1,DEMCOMELC,1,2033,9.7591
RE1,DEMCOMELC,1,2034,17.0462
RE1,DEMCOMELC,1,2035,17.4815
RE1,DEMCOMELC,1,2036,17.832
RE1,DEMCOMELC,1,2037,18.1824
RE1,DEMCOMELC,1,2038,18.5329
RE1,DEMCOMELC,1,2039,18.8834
RE1,DEMCOMELC,1,2040,26.7488
RE1,DEMCOMELC,1,2041,19.577
RE1,DEMCOMELC,1,2042,19.9202
RE1,DEMCOMELC,1,2043,20.2634
RE1,DEMCOMELC,1,2044,20.6066
RE1,DEMCOMELC,1,2045,20.9497
RE1,DEMCOMELC,1,2046,21.1887
RE1,DEMCOMELC,1,2047,21.4277
RE1,DEMCOMELC,1,2048,21.6666
RE1,DEMCOMELC,1,2049,21.9056
RE1,DEMCOMELC,1,2050,13.0103
RE1,DEMCOMELC,1,2051,22.3916
RE1,DEMCOMELC,1,2052,22.6414
RE1,DEMCOMELC,1,2053,22.8939
RE1,DEMCOMELC,1,2054,23.1493
RE1,DEMCOMELC,1,2055,23.4075
RE1,DEMCOMELC,1,2056,23.6686
RE1,DEMCOMELC,1,2057,23.9326
RE1,DEMCOMELC,1,2058,24.1996
RE1,DEMCOMELC,1,2059,38.5967
RE1,DEMCOMELC,1,2060,11.0233
RE1,DEMCOMELC,1,2061,25.0185
RE1,DEMCOMELC,1,2062,25.2976
RE1,DEMCOMELC,1,2063,25.5798
RE1,DEMCOMELC,1,2064,25.8651
RE1,DEMCOMELC,1,2065,26.1536
RE1,DEMCOMELC,1,2066,26.4454
RE1,DEMCOMELC,1,2067,26.7404
RE1,DEMCOMELC,1,2068,27.0387
RE1,DEMCOMELC,1,2069,27.3403
RE1,DEMCOMELC,1,2070,91.3999
RE1,COMENEFFDP,1,2024,178.8709
RE1,COMENEFFDP,1,2025,182.2389
RE1,COMENEFFDP,1,2026,188.9236
RE1,COMENEFFDP,1,2027,194.1447
RE1,COMENEFFDP,1,2028,197.7772
RE1,COMENEFFDP,1,2029,202.9567
RE1,COMENEFFDP,1,2030,208.1362
RE1,COMENEFFDP,1,2031,214.0562
RE1,COMENEFFDP,1,2032,219.9763
RE1,COMENEFFDP,1,2033,225.8964
RE1,COMENEFFDP,1,2034,226.4078
RE1,COMENEFFDP,1,2035,232.1897
RE1,COMENEFFDP,1,2036,236.8446
RE1,COMENEFFDP,1,2037,241.4994
RE1,COMENEFFDP,1,2038,246.1543
RE1,COMENEFFDP,1,2039,250.8092
RE1,COMENEFFDP,1,2040,249.6833
RE1,COMENEFFDP,1,2041,260.0222
RE1,COMENEFFDP,1,2042,264.5804
RE1,COMENEFFDP,1,2043,269.1387
RE1,COMENEFFDP,1,2044,273.6969
RE1,COMENEFFDP,1,2045,278.2551
RE1,COMENEFFDP,1,2046,281.429
RE1,COMENEFFDP,1,2047,284.6029
RE1,COMENEFFDP,1,2048,287.7768
RE1,COMENEFFDP,1,2049,290.9507
RE1,COMENEFFDP,1,2050,301.151
RE1,COMENEFFDP,1,2051,297.4056
RE1,COMENEFFDP,1,2052,300.7231
RE1,COMENEFFDP,1,2053,304.0776
RE1,COMENEFFDP,1,2054,307.4695
RE1,COMENEFFDP,1,2055,310.8993
RE1,COMENEFFDP,1,2056,314.3673
RE1,COMENEFFDP,1,2057,317.8741
RE1,COMENEFFDP,1,2058,321.4199
RE1,COMENEFFDP,1,2059,314.1383
RE1,COMENEFFDP,1,2060,339.1839
RE1,COMENEFFDP,1,2061,332.2965
RE1,COMENEFFDP,1,2062,336.0032
RE1,COMENEFFDP,1,2063,339.7513
RE1,COMENEFFDP,1,2064,343.5411
RE1,COMENEFFDP,1,2065,347.3733
RE1,COMENEFFDP,1,2066,351.2482
RE1,COMENEFFDP,1,2067,355.1663
RE1,COMENEFFDP,1,2068,359.1281
RE1,COMENEFFDP,1,2069,363.1342
RE1,COMENEFFDP,1,2070,318.1428
RE1,DEMCOMHEBIO,1,2015,37.209
RE1,DEMCOMHEBIO,1,2016,39.1015
RE1,DEMCOMHEBIO,1,2017,40.0453
RE1,DEMCOMHEBIO,1,2018,40.9891
RE1,DEMCOMHEBIO,1,2019,41.933
RE1,DEMCOMHEBIO,1,2020,42.8768
RE1,DEMCOMHEBIO,1,2021,43.6453
RE1,DEMCOMHEBIO,1,2022,44.4138
RE1,DEMCOMHEBIO,1,2023,45.1824
RE1,DEMCOMHEBIO,1,2024,45.9509
RE1,DEMCOMHEBIO,1,2025,46.7194
RE1,DEMCOMHEBIO,1,2026,47.5908
RE1,DEMCOMHEBIO,1,2027,48.4622
RE1,DEMCOMHEBIO,1,2028,49.3335
RE1,DEMCOMHEBIO,1,2029,50.2049
RE1,DEMCOMHEBIO,1,2030,51.0763
RE1,DEMCOMHEBIO,1,2031,51.7934
RE1,DEMCOMHEBIO,1,2032,52.5105
RE1,DEMCOMHEBIO,1,2033,53.2276
RE1,DEMCOMHEBIO,1,2034,53.9447
RE1,DEMCOMHEBIO,1,2035,54.6618
RE1,DEMCOMHEBIO,1,2036,55.3222
RE1,DEMCOMHEBIO,1,2037,55.9825
RE1,DEMCOMHEBIO,1,2038,56.6429
RE1,DEMCOMHEBIO,1,2039,57.3033
RE1,DEMCOMHEBIO,1,2040,57.9637
RE1,DEMCOMHEBIO,1,2041,58.5837
RE1,DEMCOMHEBIO,1,2042,59.2037
RE1,DEMCOMHEBIO,1,2043,59.8237
RE1,DEMCOMHEBIO,1,2044,60.4437
RE1,DEMCOMHEBIO,1,2045,61.0637
RE1,DEMCOMHEBIO,1,2046,61.552
RE1,DEMCOMHEBIO,1,2047,62.0404
RE1,DEMCOMHEBIO,1,2048,62.5287
RE1,DEMCOMHEBIO,1,2049,63.017
RE1,DEMCOMHEBIO,1,2050,63.5053
RE1,DEMCOMHEBIO,1,2051,64.0052
RE1,DEMCOMHEBIO,1,2052,64.5091
RE1,DEMCOMHEBIO,1,2053,65.0169
RE1,DEMCOMHEBIO,1,2054,65.5287
RE1,DEMCOMHEBIO,1,2055,66.0445
RE1,DEMCOMHEBIO,1,2056,66.5644
RE1,DEMCOMHEBIO,1,2057,67.0884
RE1,DEMCOMHEBIO,1,2058,67.6165
RE1,DEMCOMHEBIO,1,2059,68.1488
RE1,DEMCOMHEBIO,1,2060,68.6853
RE1,DEMCOMHEBIO,1,2061,69.226
RE1,DEMCOMHEBIO,1,2062,69.7709
RE1,DEMCOMHEBIO,1,2063,70.3201
RE1,DEMCOMHEBIO,1,2064,70.8737
RE1,DEMCOMHEBIO,1,2065,71.4316
RE1,DEMCOMHEBIO,1,2066,71.9939
RE1,DEMCOMHEBIO,1,2067,72.5606
RE1,DEMCOMHEBIO,1,2068,73.1318
RE1,DEMCOMHEBIO,1,2069,73.7075
RE1,DEMCOMHEBIO,1,2070,74.2877
RE1,DEMINDHECOA,1,2015,639.928
RE1,DEMINDHECOA,1,2016,573.8878
RE1,DEMINDHECOA,1,2017,583.8262
RE1,DEMINDHECOA,1,2018,600.3722
RE1,DEMINDHECOA,1,2019,613.848
RE1,DEMINDHECOA,1,2020,627.3034
RE1,DEMINDHECOA,1,2021,636.6397
RE1,DEMINDHECOA,1,2022,645.9621
RE1,DEMINDHECOA,1,2023,655.2714
RE1,DEMINDHECOA,1,2024,664.5683
RE1,DEMINDHECOA,1,2025,673.8536
RE1,DEMINDHECOA,1,2026,684.1048
RE1,DEMINDHECOA,1,2027,694.343
RE1,DEMINDHECOA,1,2028,704.5689
RE1,DEMINDHECOA,1,2029,714.7833
RE1,DEMINDHECOA,1,2030,724.9866
RE1,DEMINDHECOA,1,2031,734.1859
RE1,DEMINDHECOA,1,2032,743.3675
RE1,DEMINDHECOA,1,2033,752.5323
RE1,DEMINDHECOA,1,2034,761.6812
RE1,DEMINDHECOA,1,2035,770.815
RE1,DEMINDHECOA,1,2036,778.834
RE1,DEMINDHECOA,1,2037,786.8445
RE1,DEMINDHECOA,1,2038,794.8467
RE1,DEMINDHECOA,1,2039,802.841
RE1,DEMINDHECOA,1,2040,810.8277
RE1,DEMINDHECOA,1,2041,819.1493
RE1,DEMINDHECOA,1,2042,827.4653
RE1,DEMINDHECOA,1,2043,835.7759
RE1,DEMINDHECOA,1,2044,844.0812
RE1,DEMINDHECOA,1,2045,852.3815
RE1,DEMINDHECOA,1,2046,858.7627
RE1,DEMINDHECOA,1,2047,865.1418
RE1,DEMINDHECOA,1,2048,871.5186
RE1,DEMINDHECOA,1,2049,877.8932
RE1,DEMINDHECOA,1,2050,884.2658
RE1,DEMINDHECOA,1,2051,890.7889
RE1,DEMINDHECOA,1,2052,897.3615
RE1,DEMINDHECOA,1,2053,903.9841
RE1,DEMINDHECOA,1,2054,910.6572
RE1,DEMINDHECOA,1,2055,917.3809
RE1,DEMINDHECOA,1,2056,924.1559
RE1,DEMINDHECOA,1,2057,930.9824
RE1,DEMINDHECOA,1,2058,937.8608
RE1,DEMINDHECOA,1,2059,944.7916
RE1,DEMINDHECOA,1,2060,951.7751
RE1,DEMINDHECOA,1,2061,958.8119
RE1,DEMINDHECOA,1,2062,965.9022
RE1,DEMINDHECOA,1,2063,973.0464
RE1,DEMINDHECOA,1,2064,980.2452
RE1,DEMINDHECOA,1,2065,987.4987
RE1,DEMINDHECOA,1,2066,994.8075
RE1,DEMINDHECOA,1,2067,1002.1719
RE1,DEMINDHECOA,1,2068,1009.5925
RE1,DEMINDHECOA,1,2069,1017.0697
RE1,DEMINDHECOA,1,2070,993.074
