r,t,m,y,TotalAnnualTechnologyActivityByMode
RE1,DEMRESCKNBIO,1,2032,93.0992
RE1,DEMRESCKNBIO,1,2033,94.4259
RE1,DEMRESCKNBIO,1,2034,95.7491
RE1,DEMRESCKNBIO,1,2035,97.0689
RE1,DEMRESCKNBIO,1,2036,98.2174
RE1,DEMRESCKNBIO,1,2037,99.364
RE1,DEMRESCKNBIO,1,2038,100.5087
RE1,DEMRESCKNBIO,1,2039,101.6517
RE1,DEMRESCKNBIO,1,2040,102.7929
RE1,DEMRESCKNBIO,1,2041,103.9322
RE1,DEMRESCKNBIO,1,2042,105.0704
RE1,DEMRESCKNBIO,1,2043,106.2072
RE1,DEMRESCKNBIO,1,2044,107.343
RE1,DEMRESCKNBIO,1,2045,108.4775
RE1,DEMRESCKNBIO,1,2046,109.3372
RE1,DEMRESCKNBIO,1,2047,110.1965
RE1,DEMRESCKNBIO,1,2048,111.0552
RE1,DEMRESCKNBIO,1,2049,111.9135
RE1,DEMRESCKNBIO,1,2050,112.7712
RE1,DEMRESCKNBIO,1,2051,113.6502
RE1,DEMRESCKNBIO,1,2052,114.536
RE1,DEMRESCKNBIO,1,2053,115.4287
RE1,DEMRESCKNBIO,1,2054,116.3283
RE1,DEMRESCKNBIO,1,2055,117.235
RE1,DEMRESCKNBIO,1,2056,118.1487
RE1,DEMRESCKNBIO,1,2057,119.0695
RE1,DEMRESCKNBIO,1,2058,119.9976
RE1,DEMRESCKNBIO,1,2059,120.9328
RE1,DEMRESCKNBIO,1,2060,121.8754
RE1,DEMRESCKNBIO,1,2061,122.8253
RE1,DEMRESCKNBIO,1,2062,123.7826
RE1,DEMRESCKNBIO,1,2063,124.7473
RE1,DEMRESCKNBIO,1,2064,125.7196
RE1,DEMRESCKNBIO,1,2065,126.6995
RE1,DEMRESCKNBIO,1,2066,127.687
RE1,DEMRESCKNBIO,1,2067,128.6822
RE1,DEMRESCKNBIO,1,2068,129.6851
RE1,DEMRESCKNBIO,1,2069,130.6959
RE1,DEMRESCKNBIO,1,2070,131.7145
RE1,DEMRESHEBIO,1,2015,63.1728
RE1,DEMRESHEBIO,1,2016,63.1728
RE1,DEMRESHEBIO,1,2017,63.1728
RE1,DEMRESHEBIO,1,2018,63.1728
RE1,DEMRESHEBIO,1,2019,63.1728
RE1,DEMRESHEBIO,1,2020,63.1728
RE1,DEMRESHEBIO,1,2021,63.1728
RE1,DEMRESHEBIO,1,2022,91.8632
RE1,DEMRESHEBIO,1,2023,93.4254
RE1,DEMRESHEBIO,1,2024,94.9844
RE1,DEMRESHEBIO,1,2025,96.5403
RE1,DEMRESHEBIO,1,2026,98.2455
RE1,DEMRESHEBIO,1,2027,99.9472
RE1,DEMRESHEBIO,1,2028,101.6457
RE1,DEMRESHEBIO,1,2029,103.3411
RE1,DEMRESHEBIO,1,2030,105.0337
RE1,DEMRESHEBIO,1,2031,106.5837
RE1,DEMRESHEBIO,1,2032,108.1291
RE1,DEMRESHEBIO,1,2033,109.6701
RE1,DEMRESHEBIO,1,2034,111.2069
RE1,DEMRESHEBIO,1,2035,112.7397
RE1,DEMRESHEBIO,1,2036,114.0736
RE1,DEMRESHEBIO,1,2037,115.4053
RE1,DEMRESHEBIO,1,2038,116.7349
RE1,DEMRESHEBIO,1,2039,118.0623
RE1,DEMRESHEBIO,1,2040,119.3878
RE1,DEMRESHEBIO,1,2041,120.7111
RE1,DEMRESHEBIO,1,2042,122.033
RE1,DEMRESHEBIO,1,2043,123.3534
RE1,DEMRESHEBIO,1,2044,124.6724
RE1,DEMRESHEBIO,1,2045,125.9901
RE1,DEMRESHEBIO,1,2046,126.9887
RE1,DEMRESHEBIO,1,2047,127.9866
RE1,DEMRESHEBIO,1,2048,128.984
RE1,DEMRESHEBIO,1,2049,129.9808
RE1,DEMRESHEBIO,1,2050,130.9771
RE1,DEMRESHEBIO,1,2051,131.9979
RE1,DEMRESHEBIO,1,2052,133.0267
RE1,DEMRESHEBIO,1,2053,134.0635
RE1,DEMRESHEBIO,1,2054,135.1084
RE1,DEMRESHEBIO,1,2055,136.1614
RE1,DEMRESHEBIO,1,2056,137.2226
RE1,DEMRESHEBIO,1,2057,138.2922
RE1,DEMRESHEBIO,1,2058,139.37
RE1,DEMRESHEBIO,1,2059,140.4562
RE1,DEMRESHEBIO,1,2060,141.551
RE1,DEMRESHEBIO,1,2061,142.6542
RE1,DEMRESHEBIO,1,2062,143.766
RE1,DEMRESHEBIO,1,2063,144.8866
RE1,DEMRESHEBIO,1,2064,146.0158
RE1,DEMRESHEBIO,1,2065,147.1538
RE1,DEMRESHEBIO,1,2066,148.3008
RE1,DEMRESHEBIO,1,2067,149.4566
RE1,DEMRESHEBIO,1,2068,150.6215
RE1,DEMRESHEBIO,1,2069,151.7954
RE1,DEMRESHEBIO,1,2070,152.9785
RE1,DEMCOMELC,1,2015,152.8569
RE1,DEMCOMELC,1,2016,152.8569
RE1,DEMCOMELC,1,2017,152.8569
RE1,DEMCOMELC,1,2018,152.8569
RE1,DEMCOMELC,1,2019,152.8569
RE1,DEMCOMELC,1,2020,152.8569
RE1,DEMCOMELC,1,2021,152.8569
RE1,DEMCOMELC,1,2022,225.4689
RE1,DEMCOMELC,1,2023,231.1887
RE1,DEMCOMELC,1,2024,20.5813
RE1,DEMCOMELC,1,2025,244.7836
RE1,DEMCOMELC,1,2026,251.7406
RE1,DEMCOMELC,1,2027,258.6977
RE1,DEMCOMELC,1,2028,265.6548
RE1,DEMCOMELC,1,2029,272.6118
RE1,DEMCOMELC,1,2030,279.5689
RE1,DEMCOMELC,1,2031,287.5207
RE1,DEMCOMELC,1,2032,295.4726
RE1,DEMCOMELC,1,2033,303.4244
RE1,DEMCOMELC,1,2034,311.3763
RE1,DEMCOMELC,1,2035,319.3281
RE1,DEMCOMELC,1,2036,325.7299
RE1,DEMCOMELC,1,2037,332.1317
RE1,DEMCOMELC,1,2038,338.5335
RE1,DEMCOMELC,1,2039,344.9353
RE1,DEMCOMELC,1,2040,351.3371
RE1,DEMCOMELC,1,2041,357.6059
RE1,DEMCOMELC,1,2042,363.8748
RE1,DEMCOMELC,1,2043,370.1436
RE1,DEMCOMELC,1,2044,376.4125
RE1,DEMCOMELC,1,2045,382.6814
RE1,DEMCOMELC,1,2046,387.0464
RE1,DEMCOMELC,1,2047,391.4115
RE1,DEMCOMELC,1,2048,395.7765
RE1,DEMCOMELC,1,2049,400.1416
RE1,DEMCOMELC,1,2050,404.5066
RE1,DEMCOMELC,1,2051,409.0188
RE1,DEMCOMELC,1,2052,413.5814
RE1,DEMCOMELC,1,2053,418.1948
RE1,DEMCOMELC,1,2054,422.8597
RE1,DEMCOMELC,1,2055,427.5766
RE1,DEMCOMELC,1,2056,432.3462
RE1,DEMCOMELC,1,2057,437.1689
RE1,DEMCOMELC,1,2058,442.0455
RE1,DEMCOMELC,1,2059,446.9764
RE1,DEMCOMELC,1,2060,451.9624
RE1,DEMCOMELC,1,2061,457.004
RE1,DEMCOMELC,1,2062,462.1018
RE1,DEMCOMELC,1,2063,467.2564
RE1,DEMCOMELC,1,2064,472.4686
RE1,DEMCOMELC,1,2065,477.7389
RE1,DEMCOMELC,1,2066,483.068
RE1,DEMCOMELC,1,2067,488.4566
RE1,DEMCOMELC,1,2068,493.9052
RE1,DEMCOMELC,1,2069,499.4147
RE1,DEMCOMELC,1,2070,504.9856
RE1,DEMCOMHEBIO,1,2015,30.4591
RE1,DEMCOMHEBIO,1,2016,30.4591
RE1,DEMCOMHEBIO,1,2017,30.4591
RE1,DEMCOMHEBIO,1,2018,30.4591
RE1,DEMCOMHEBIO,1,2019,30.4591
RE1,DEMCOMHEBIO,1,2020,30.4591
RE1,DEMCOMHEBIO,1,2021,30.4591
RE1,DEMCOMHEBIO,1,2022,44.4138
RE1,DEMCOMHEBIO,1,2023,45.1824
RE1,DEMCOMHEBIO,1,2024,45.9509
RE1,DEMCOMHEBIO,1,2025,46.7194
RE1,DEMCOMHEBIO,1,2026,47.5908
RE1,DEMCOMHEBIO,1,2027,48.4622
RE1,DEMCOMHEBIO,1,2028,49.3335
RE1,DEMCOMHEBIO,1,2029,50.2049
RE1,DEMCOMHEBIO,1,2030,51.0763
RE1,DEMCOMHEBIO,1,2031,51.7934
RE1,DEMCOMHEBIO,1,2032,52.5105
RE1,DEMCOMHEBIO,1,2033,53.2276
RE1,DEMCOMHEBIO,1,2034,53.9447
RE1,DEMCOMHEBIO,1,2035,54.6618
RE1,DEMCOMHEBIO,1,2036,55.3222
RE1,DEMCOMHEBIO,1,2037,55.9825
RE1,DEMCOMHEBIO,1,2038,56.6429
RE1,DEMCOMHEBIO,1,2039,57.3033
RE1,DEMCOMHEBIO,1,2040,57.9637
RE1,DEMCOMHEBIO,1,2041,58.5837
RE1,DEMCOMHEBIO,1,2042,59.2037
RE1,DEMCOMHEBIO,1,2043,59.8237
RE1,DEMCOMHEBIO,1,2044,60.4437
RE1,DEMCOMHEBIO,1,2045,61.0637
RE1,DEMCOMHEBIO,1,2046,61.552
RE1,DEMCOMHEBIO,1,2047,62.0404
RE1,DEMCOMHEBIO,1,2048,62.5287
RE1,DEMCOMHEBIO,1,2049,63.017
RE1,DEMCOMHEBIO,1,2050,63.5053
RE1,DEMCOMHEBIO,1,2051,64.0052
RE1,DEMCOMHEBIO,1,2052,64.5091
RE1,DEMCOMHEBIO,1,2053,65.0169
RE1,DEMCOMHEBIO,1,2054,65.5287
RE1,DEMCOMHEBIO,1,2055,66.0445
RE1,DEMCOMHEBIO,1,2056,66.5644
RE1,DEMCOMHEBIO,1,2057,67.0884
RE1,DEMCOMHEBIO,1,2058,67.6165
RE1,DEMCOMHEBIO,1,2059,68.1488
RE1,DEMCOMHEBIO,1,2060,68.6853
RE1,DEMCOMHEBIO,1,2061,69.226
RE1,DEMCOMHEBIO,1,2062,69.7709
RE1,DEMCOMHEBIO,1,2063,70.3201
RE1,DEMCOMHEBIO,1,2064,70.8737
RE1,DEMCOMHEBIO,1,2065,71.4316
RE1,DEMCOMHEBIO,1,2066,71.9939
RE1,DEMCOMHEBIO,1,2067,72.5606
RE1,DEMCOMHEBIO,1,2068,73.1318
RE1,DEMCOMHEBIO,1,2069,73.7075
RE1,DEMCOMHEBIO,1,2070,74.2877
RE1,BSTOPRESELC,1,2024,73.7063
RE1,BSTOPCOMELC,1,2023,0.7184
RE1,BSTOPCOMELC,1,2024,217.7641
RE1,DEMINDHECOA,1,2015,576.6498
RE1,DEMINDHECOA,1,2016,576.6498
RE1,DEMINDHECOA,1,2017,576.6498
RE1,DEMINDHECOA,1,2018,576.6498
RE1,DEMINDHECOA,1,2019,576.6498
RE1,DEMINDHECOA,1,2020,576.6498
RE1,DEMINDHECOA,1,2021,576.6498
RE1,DEMINDHECOA,1,2022,645.9621
RE1,DEMINDHECOA,1,2023,655.2714
RE1,DEMINDHECOA,1,2024,664.5683
RE1,DEMINDHECOA,1,2025,673.8536
RE1,DEMINDHECOA,1,2026,684.1048
RE1,DEMINDHECOA,1,2027,694.343
RE1,DEMINDHECOA,1,2028,704.5689
RE1,DEMINDHECOA,1,2029,714.7833
RE1,DEMINDHECOA,1,2030,724.9866
RE1,DEMINDHECOA,1,2031,734.1859
RE1,DEMINDHECOA,1,2032,743.3675
RE1,DEMINDHECOA,1,2033,752.5323
RE1,DEMINDHECOA,1,2034,761.6812
RE1,DEMINDHECOA,1,2035,770.815
RE1,DEMINDHECOA,1,2036,778.834
RE1,DEMINDHECOA,1,2037,786.8445
RE1,DEMINDHECOA,1,2038,794.8467
RE1,DEMINDHECOA,1,2039,802.841
RE1,DEMINDHECOA,1,2040,810.8277
RE1,DEMINDHECOA,1,2041,819.1493
RE1,DEMINDHECOA,1,2042,827.4653
RE1,DEMINDHECOA,1,2043,835.7759
RE1,DEMINDHECOA,1,2044,844.0812
RE1,DEMINDHECOA,1,2045,852.3815
RE1,DEMINDHECOA,1,2046,858.7627
RE1,DEMINDHECOA,1,2047,865.1418
RE1,DEMINDHECOA,1,2048,871.5186
RE1,DEMINDHECOA,1,2049,877.8932
RE1,DEMINDHECOA,1,2050,884.2658
RE1,DEMINDHECOA,1,2051,890.7889
RE1,DEMINDHECOA,1,2052,897.3615
RE1,DEMINDHECOA,1,2053,903.9841
RE1,DEMINDHECOA,1,2054,910.6572
RE1,DEMINDHECOA,1,2055,917.3809
RE1,DEMINDHECOA,1,2056,924.1559
RE1,DEMINDHECOA,1,2057,930.9824
RE1,DEMINDHECOA,1,2058,937.8608
RE1,DEMINDHECOA,1,2059,944.7916
RE1,DEMINDHECOA,1,2060,951.7751
RE1,DEMINDHECOA,1,2061,958.8119
RE1,DEMINDHECOA,1,2062,965.9022
RE1,DEMINDHECOA,1,2063,973.0464
RE1,DEMINDHECOA,1,2064,980.2452
RE1,DEMINDHECOA,1,2065,987.4987
RE1,DEMINDHECOA,1,2066,994.8075
RE1,DEMINDHECOA,1,2067,1002.1719
RE1,DEMINDHECOA,1,2068,1009.5925
RE1,DEMINDHECOA,1,2069,1017.0697
RE1,DEMINDHECOA,1,2070,1024.6038
